长郡中学新校区,112.9481656733531,28.248291359153836
观沙路茶子山路口,112.94829043330756,28.246173817599402
观沙路含光路口,112.94828351529584,28.242995230477597
观沙路,112.94847841847813,28.238668617185347
市委,112.94743820171689,28.237117648588853
杜鹃路谷丰路口,112.93514988900715,28.236535266280008
望岳办事处,112.93073167284282,28.236384506635112
金峰小区,112.92907622142786,28.234412555421493
咸嘉新村西,112.92824304523623,28.228723337230264
白鸽咀,112.9388943585923,28.224003373327033
教师村,112.94030794438538,28.221699748267916
金星路咸嘉湖路口,112.93845861235134,28.21574393782168
麓山名园,112.93692413175876,28.21336984041851
望麓桥,112.93987584522468,28.209039507982432
省人防办,112.94796690269649,28.20818968682741
省人防办东,112.95072792832708,28.207179386764647
高叶塘,112.95402194639357,28.20578483845626
荣湾镇,112.9568450674202,28.20395675911731
太平街口,112.97991102858678,28.201010840086788
牛耳教育（南阳街口）,112.98527758237142,28.200844480176283
韭菜园,112.99636739641034,28.20051869337786
袁家岭南,113.00311959659348,28.198223390520376
窑岭北（湖南省图书馆）,113.00363721596003,28.193536252868828
窑岭南（长沙博大医院）,113.00387336897107,28.19007778265849
长岭（长沙市妇幼保健院）,113.00323533662197,28.184061492824476
曹家坡（恒丰银行）,113.00296814274873,28.18157396448911
东塘北,113.00248699880532,28.17836408827378
东塘东（长沙联通）,113.003438850417,28.17404798954956
野坡,113.00616311519124,28.172771933353648
赤岗冲,113.00751304321216,28.17144917360936
